Name,Address,Project_Status,Occupancy_Year,Design___Accessible_1BR,Design___Accessible_2BR,Design___Accessible_3BR,Design___Accessible_4BR,Design___Accessible_Studio,Design___Accessible_Room,Design___Adaptable_1BR,Design___Adaptable_2BR,Design___Adaptable_3BR,Design___Adaptable_4BR,Design___Standard_1BR,Design___Standard_2BR,Design___Standard_3BR,Design___Standard_4BR,Design___Standard_Studio,Design___Standard_Room,Clientele__Families,Clientele___Seniors,Clientele___Other,Operator,Operator_type,Local_Area,Index_Number,Latitude,Longitude,URL
Strathearn Court,1873 Spyglass Place,Completed,1984,2,0,0,0,0,0,0,0,0,0,18,70,6,0,0,0,76,0,20,Metro Vancouver Housing Corporation,4,Fairview,296,49.26864189,-123.11579149,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=296
Three Links Plaza,7349 Rebekah Dr,Completed,1984,0,2,0,0,0,0,0,0,0,0,0,28,30,0,0,0,60,0,0,Affordable Housing Societies,1,Killarney,283,49.2177027,-123.03881384,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=283
Westerdale Co-op,1507 E 2nd Ave,Completed,1984,4,1,1,0,0,0,0,0,0,0,5,6,2,0,0,0,10,0,9,Westerdale Co-op Housing Association,2,Grandview-Woodland,8,49.26896961,-123.07304966,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=8
Yukon House,3460 Yukon St,Completed,1984,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,Community Living Society,1,Riley Park,318,49.25417327,-123.11214974,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=318
Access Co-op North,2864 E 5th Ave,Completed,1983,4,4,0,0,0,0,0,0,0,0,3,3,0,0,1,0,7,0,8,Access Co-op Housing Association,2,Hastings-Sunrise,492,49.26540171,-123.04557776,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=492
Access Co-op South,2829 E 8th Ave,Completed,1983,2,6,5,2,0,0,0,0,0,0,5,9,8,0,0,0,30,0,7,Access Co-op Housing Association,2,Hastings-Sunrise,53,49.26321325,-123.04651609,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=53
Ashley Mar Co-op,8495 Cambie St,Completed,1983,0,0,0,0,0,0,0,0,0,0,2,12,2,0,0,0,14,0,2,Ashley Mar Co-op Housing Association,2,Marpole,694,49.20854521,-123.11773843,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=694
Ashley Mar Co-op,8460 Ash St,Completed,1983,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,38,0,0,Ashley Mar Co-op Housing Association,2,Marpole,106,49.20904404,-123.11848431,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=106
Europe Hotel,43 Powell St,Completed,1983,0,0,0,0,0,0,0,0,0,0,5,0,0,0,25,54,0,0,84,Affordable Housing Societies,1,Downtown,272,49.28340214,-123.10320433,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=272
Kinross Creek Co-op,8001 Curate Wynd,Completed,1983,0,4,0,0,0,0,0,0,0,0,9,26,26,4,0,0,60,0,9,Kinross Creek Co-op Housing Association,2,Killarney,152,49.21247171,-123.02878208,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=152
Lakewood Terrace Co-op,2075 E 12th Ave,Completed,1983,4,0,0,0,0,0,0,0,0,0,12,18,18,0,0,0,36,0,16,Lakewood Terrace Co-op Housing Assoc,2,Kensington-Cedar Cottage,68,49.25992897,-123.06277581,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=68
Marina Co-op,1590 W 1st Ave,Completed,1983,2,2,0,0,0,0,0,0,0,0,10,34,15,0,0,0,51,0,12,Marina Co-op Housing Association,2,Fairview,2,49.2708485,-123.14070438,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=2
Robson Park Co-op (Phase II),3335-45 Sophia St,Completed,1983,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,4,0,3,Robson Park Co-op Housing Association,2,Riley Park,295,49.2550164,-123.09873888,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=295
Sojourn Co-op,1763 Nelson St,Completed,1983,4,2,1,0,0,0,0,0,0,0,8,13,2,0,0,0,18,0,12,Sojourn Co-op Housing Association,2,West End,248,49.28912892,-123.1377026,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=248
Tidal Flats Co-op,1110 Odlum Dr,Completed,1983,1,0,1,0,0,0,0,0,0,0,6,10,7,0,0,0,18,0,7,Tidal Flats Co-op Housing Association,2,Grandview-Woodland,251,49.27463356,-123.07546996,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=251
UNYA,1370 E 1st Ave,Completed,1983,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,Lu'Ma Native Housing Society,3,Grandview-Woodland,1,49.26937586,-123.07588976,
Alexander Laidlaw Co-op,3641 Tuaq Dr,Completed,1982,0,0,0,0,0,0,0,0,0,0,10,42,27,8,0,0,77,0,10,Alexander Laidlaw Co-op Housing Association,2,Killarney,303,49.20868184,-123.02555612,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=303
Ashdown Gardens,590 SW Marine Dr,Completed,1982,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,Metro Vancouver Housing Corporation,4,Marpole,230,49.2091151,-123.11848174,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=230
Cedar Mill Co-op,3381 Marquette Cr,Completed,1982,2,0,6,0,0,0,0,0,0,0,8,19,13,5,0,0,43,0,10,Cedar Mill Co-op Housing Association,2,Killarney,235,49.21293165,-123.03115912,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=235
Eight Oaks Co-op,3637 Cambie St,Completed,1982,2,1,1,0,1,0,0,0,0,0,4,25,4,0,4,0,31,0,11,Eight Oaks Co-op Housing Association,2,South Cambie,127,49.25295523,-123.11584604,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=127
Franklin House,1721 Franklin St,Completed,1982,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,32,Vancouver Native Housing Society,3,Grandview-Woodland,165,49.28242758,-123.06979076,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=165
Heather Place,774 W 13th Ave,Completed,1982,3,2,0,0,0,0,0,0,0,0,3,56,22,0,0,0,80,0,6,Metro Vancouver Housing Corporation,4,Fairview,71,49.25927307,-123.12097148,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=71
Le Coeur Co-op,3502-3672 Cordiale Dr,Completed,1982,0,0,0,0,0,0,0,0,0,0,14,26,33,4,0,0,63,0,14,Le Coeur Co-op Housing Association,2,Killarney,140,49.20962267,-123.02601179,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=140
Lu'Ma Housing (10th Ave),506 E 10th Ave,Completed,1982,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,Lu'Ma Native Housing Society,3,Mount Pleasant,59,49.26128682,-123.09281748,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=59
Lu'Ma Housing (Kitchener St),1475 Kitchener St,Completed,1982,0,0,0,0,0,0,0,0,0,0,6,6,9,0,1,0,15,0,7,Lu'Ma Native Housing Society,3,Grandview-Woodland,216,49.27241953,-123.07429154,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=216
Mau Dan Gardens Co-op,401 Keefer St,Completed,1982,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,0,38,0,0,Mau Dan Gardens Co-op Housing Association,2,Strathcona,463,49.27966571,-123.09455401,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=463
Mau Dan Gardens Co-op,350 E Pender St,Completed,1982,0,0,0,0,0,0,0,0,0,0,25,15,12,0,0,0,27,0,25,Mau Dan Gardens Co-op Housing Association,2,Strathcona,257,49.27984549,-123.0957684,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=257
Mau Dan Gardens Co-op,400 E Pender St,Completed,1982,0,0,0,0,0,0,0,0,0,0,0,7,23,4,0,0,34,0,0,Mau Dan Gardens Co-op Housing Association,2,Strathcona,464,49.27999087,-123.09467412,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=464
Melton Court Co-op,2310 Cornwall Ave,Completed,1982,0,0,0,0,0,0,0,0,0,0,6,5,0,0,10,0,5,0,16,Melton Court Co-op Housing Association,2,Kitsilano,150,49.2723574,-123.15780793,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=150
Phoenix,745 W 7th Ave,Completed,1982,0,0,0,0,1,0,0,0,0,0,4,0,0,0,9,0,0,0,14,MPA Society,1,Fairview,40,49.26530307,-123.1208978,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=40
Quebec Manor Co-op,101 E 7th Ave,Completed,1982,0,0,0,0,0,0,0,0,0,0,8,14,10,0,0,0,10,0,22,Quebec Manor Co-op Housing Association,2,Mount Pleasant,39,49.26487539,-123.10244623,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=39
Robson Park Co-op (Phase I),2832 St George St,Completed,1982,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,6,0,0,Robson Park Co-op Housing Association,2,Mount Pleasant,297,49.25909002,-123.09273013,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=297
Rose Garden Co-op,853 E Pender St,Completed,1982,0,0,0,0,0,0,0,0,0,0,6,1,4,0,6,36,5,0,48,Rose Garden Co-op Housing Association,2,Strathcona,259,49.28037655,-123.0858665,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=259
Royal Arch Masonic Apartments,7780 Champlain Cr,Completed,1982,5,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,75,0,Royal Arch Masonic Homes,1,Killarney,133,49.21403506,-123.02892955,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=133
Three Links Manor,2898 E 22nd Ave,Completed,1982,2,0,0,0,0,0,0,0,0,0,3,0,0,0,34,0,0,39,0,Three Links Care Society,1,Renfrew-Collingwood,80,49.25031447,-123.04445764,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=80
Tivoli Gardens,3501 Naples Way,Completed,1982,0,12,0,0,0,0,0,0,0,0,0,46,93,0,0,0,151,0,0,Metro Vancouver Housing Corporation,4,Killarney,97,49.20853311,-123.02876322,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=97
Yew Street Co-op,2204 W 13th Ave,Completed,1982,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,Yew Street Co-op Housing Association,2,Kitsilano,72,49.26017777,-123.16660959,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=72
China Creek Apartments,1216 E 7th Ave,Completed,1981,0,0,0,0,1,0,0,0,0,0,6,0,0,0,23,0,0,0,30,Coast Foundation Society,1,Mount Pleasant,44,49.26397621,-123.07890671,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=44
Dart Coon Club,490 Columbia St,Completed,1981,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,0,0,34,0,Chinese Freemasons of Canada,1,Downtown,255,49.28067369,-123.10190211,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=255
Hugh Bird Residence,420 E Cordova,Completed,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,64,Metro Vancouver Housing Corporation,4,Strathcona,144,49.28193148,-123.09482718,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=144
Matheson Heights Co-op,3502-98 Bluejay Cr,Completed,1981,0,6,0,0,0,0,0,0,0,0,20,55,35,10,0,0,106,0,20,Matheson Heights Co-op Housing Association,2,Killarney,115,49.21275024,-123.02641787,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=115
Trafalgar Co-op,2035 Trafalgar St,Completed,1981,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,20,0,0,Trafalgar Co-op Housing Association,2,Kitsilano,721,49.26767786,-123.16483491,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=721
Twin Rainbows Co-op,1415 Lamey's Mill Rd,Completed,1981,0,2,0,0,0,0,0,0,0,0,18,13,10,0,0,0,25,0,18,Twin Rainbows Co-op Housing Association,2,Fairview,219,49.26788454,-123.13586996,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=219
Twin Rainbows Co-op,1465 Lamey's Mill Rd,Completed,1981,0,2,0,0,0,0,0,0,0,0,18,13,10,0,0,0,25,0,18,Twin Rainbows Co-op Housing Association,2,Fairview,461,49.26848936,-123.13673059,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=461
Union Gospel Mission,604 E Cordova St,Completed,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,Union Gospel Mission,1,Strathcona,148,49.2818717,-123.09098604,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=148
Vancouver East Co-op,1750 Grant St,Completed,1981,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,0,6,0,5,Vancouver East Co-op Housing Association,2,Grandview-Woodland,179,49.27102079,-123.06848813,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=179
Vancouver East Co-op,2033 Ferndale St,Completed,1981,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,Vancouver East Co-op Housing Association,2,Grandview-Woodland,308,49.27992564,-123.06279932,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=308
Vancouver East Co-op,1803 Kitchener St,Completed,1981,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,Vancouver East Co-op Housing Association,2,Grandview-Woodland,404,49.27233281,-123.06744889,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=404
Vancouver East Co-op,1220 Salsbury Dr,Completed,1981,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,8,Vancouver East Co-op Housing Association,2,Grandview-Woodland,405,49.27352487,-123.06726741,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=405
Vancouver East Co-op,2034 E Pender St,Completed,1981,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,Vancouver East Co-op Housing Association,2,Grandview-Woodland,402,49.27992564,-123.06279932,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=402
View Court Co-op,12 W 10th Ave,Completed,1981,0,0,0,0,0,0,0,0,0,0,24,2,0,0,6,0,2,0,30,View Court Co-op Housing Association,2,Mount Pleasant,60,49.26184174,-123.10540528,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=60
Watershed Co-op,1416 Napier St,Completed,1981,0,0,0,0,0,0,0,0,0,0,3,5,4,2,0,0,11,0,3,Watershed Co-op Housing Association,2,Grandview-Woodland,245,49.27451785,-123.07496109,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=245
Alder Bay Co-op,1256 Shorepine  Walk,Completed,1980,0,0,0,0,0,0,0,0,0,0,8,47,40,0,0,0,87,0,8,Alder Bay Co-op Housing Association,2,Fairview,294,49.26771357,-123.1340075,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=294
Coastview Apartments,1650 E 3rd Ave,Completed,1980,1,0,0,0,0,0,0,0,0,0,8,0,0,0,24,0,0,0,33,Coast Foundation Society,1,Grandview-Woodland,15,49.26755868,-123.07052778,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=15
Grandview Co-op,1455 Napier St,Completed,1980,0,0,0,0,0,0,0,0,0,0,5,5,7,0,2,0,12,0,7,Grandview Co-op Housing Association,2,Grandview-Woodland,246,49.27517545,-123.07487688,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=246
Habitat Villa,3859 W 2nd Ave,Completed,1980,0,0,4,0,0,0,0,0,0,0,0,4,29,0,0,0,37,0,0,Metro Vancouver Housing Corporation,4,West Point Grey,12,49.27045566,-123.19038711,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=12
Vancouver East Co-op,1109 Victoria Dr,Completed,1980,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,Vancouver East Co-op Housing Association,2,Grandview-Woodland,403,49.27456138,-123.06589423,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=403
Vancouver East Co-op,1857 Venables St,Completed,1980,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,0,1,Vancouver East Co-op Housing Association,2,Grandview-Woodland,406,49.2768758,-123.06689398,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=406
Wellington Apartment,1399 Fountain Way,Completed,1980,0,0,0,0,0,0,0,0,0,0,44,33,8,0,0,0,41,44,0,Wellington Society,1,Fairview,218,49.26804963,-123.13509226,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=218
Adanac Tower,1717 Adanac St,Completed,1979,2,0,0,0,4,0,0,0,0,0,20,0,0,0,92,0,0,118,0,Vancouver East Lion's Housing Foundation,1,Grandview-Woodland,96,49.27782127,-123.07006467,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=96
Community Alternatives Co-op,1937 W 2nd Ave,Completed,1979,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,Community Alternatives Co-op Housing Association,2,Kitsilano,11,49.27007463,-123.14884018,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=11
Earle Adams Village,7601 Bywell Crt,Completed,1979,0,0,7,0,0,0,0,0,0,0,0,35,63,0,0,0,105,0,0,Metro Vancouver Housing Corporation,4,Killarney,250,49.21503813,-123.02658047,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=250
Euclid Square,3520 Euclid Ave,Completed,1979,4,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,29,0,4,Metro Vancouver Housing Corporation,4,Renfrew-Collingwood,163,49.2344612,-123.02988574,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=163
Happy Manor,551 E Georgia St,Completed,1979,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,26,1,Vancouver Chinese Kung Kao Foundation,1,Strathcona,167,49.27867931,-123.09201049,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=167
Jericho Place,3890 Point Grey Rd,Completed,1979,0,0,0,0,0,0,0,0,0,0,4,9,2,0,0,0,11,0,4,Dunbar Village Co-op Housing Association,2,West Point Grey,271,49.27094926,-123.1908124,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=271
Kelly Court,2929 Nootka St,Completed,1979,23,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,23,Metro Vancouver Housing Corporation,4,Renfrew-Collingwood,249,49.25744846,-123.04263316,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=249
Kitsun Co-op,2431 Vine St,Completed,1979,0,0,0,0,0,0,0,0,0,0,1,11,5,0,0,0,16,0,1,Kiwassa Housing Society,2,Kitsilano,310,49.26419383,-123.15791342,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=310
Adanac Village Co-op,950 Cassiar St,Completed,1978,0,0,0,0,0,0,0,0,0,0,22,56,51,31,0,0,138,0,22,Access Co-op Housing Association,2,Hastings-Sunrise,131,49.2763955,-123.02811463,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=131
Anavets,951 E 8th Ave,Completed,1978,1,0,0,0,2,0,0,0,0,0,5,0,0,0,52,0,0,60,0,Anavets Senior Citizens Housing Society,1,Mount Pleasant,57,49.26362938,-123.08405019,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=57
Chinatown Lions Manor I,830 Campbell Ave,Completed,1978,3,0,0,0,0,0,0,0,0,0,9,0,0,0,56,0,0,68,0,Vancouver Chinatown Housing Society,1,Strathcona,130,49.27694361,-123.08442743,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=130
Collingwood Tower,5657 Harold St,Completed,1978,1,0,0,0,0,0,0,0,0,0,11,0,0,0,66,0,0,78,0,Brightside Community Homes Foundation,1,Killarney,335,49.23266161,-123.03625358,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=335
Haro Park Tower,845 Bute St,Completed,1978,12,0,0,0,8,0,0,0,0,0,0,0,0,0,44,0,0,64,0,Haro Park Center Society,1,West End,185,49.28560414,-123.12796978,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=185
La Petite Maison Co-op,7401 Talon Square,Completed,1978,0,0,0,0,0,0,0,0,0,0,0,24,38,4,0,0,66,0,0,La Petite Maison Co-op Housing Association,2,Killarney,298,49.21703561,-123.02619985,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=298
Penta Co-op,1707 Wallace St,Completed,1978,0,2,0,0,0,0,0,0,0,0,2,7,9,0,0,0,18,0,2,Penta Co-op Housing Association,2,West Point Grey,312,49.27107928,-123.18996814,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=312
Sakura-So,376 Powell St,Completed,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,Lookout Emergency Aid Society,1,Strathcona,278,49.28286102,-123.09604982,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=278
Southvan Manor,6545 Alberta St,Completed,1978,5,0,0,0,0,0,0,0,0,0,11,0,0,0,84,0,0,100,0,South Vancouver Foundation,1,Oakridge,98,49.22542244,-123.11362118,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=98
Alice Saunders House,2912 Venables St,Completed,1977,0,0,0,0,2,0,0,0,0,0,6,0,0,0,55,0,0,63,0,Brightside Community Homes Foundation,1,Hastings-Sunrise,307,49.27612487,-123.04319231,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=307
Clark Street Apartment,1435 E 14th Ave,Completed,1977,0,0,0,0,1,0,0,0,0,0,2,0,0,0,14,0,0,0,17,Coast Foundation Society,1,Kensington-Cedar Cottage,73,49.25804597,-123.07481742,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=73
Clarke Manor,650 Bucketwheel,Completed,1977,0,0,0,0,0,0,0,0,0,0,24,0,0,0,22,0,0,46,0,Vancouver Broadway Housing Society,1,Fairview,122,49.26769092,-123.11818965,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=122
Comox Street Development,1424 Comox St,Completed,1977,0,0,0,0,0,0,0,0,0,0,6,20,3,0,0,0,23,0,6,BC Housing,4,West End,486,49.28521426,-123.13496572,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=486
Comox Street Development,1528 Comox St,Completed,1977,0,0,0,0,0,0,0,0,0,0,5,20,4,0,0,0,24,0,5,BC Housing,4,West End,139,49.28597748,-123.13615031,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=139
False Creek Co-op,711 Millyard,Completed,1977,0,0,0,0,0,0,0,0,0,0,12,29,15,22,4,0,66,0,16,False Creek Co-op Housing Association,2,Fairview,240,49.26694875,-123.12174954,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=240
False Creek Co-op,907 Lamey's Mill,Completed,1977,0,0,0,0,0,0,0,0,0,0,0,35,25,28,0,0,88,0,0,False Creek Co-op Housing Association,2,Fairview,462,49.26695534,-123.12771481,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=462
Grandview Gardens,2535 Grandview Hwy N,Completed,1977,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,20,0,0,Metro Vancouver Housing Corporation,4,Renfrew-Collingwood,174,49.25849645,-123.05390317,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=174
Kiwanis Fairview Manor,633 Bucketwheel,Completed,1977,0,0,0,0,0,0,0,0,0,0,21,0,0,0,40,0,0,61,0,Uptown Kiwanis Club,1,Fairview,121,49.26800345,-123.11823439,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=121
Lutheran Manor,375 W 10th Ave,Completed,1977,0,0,0,0,0,0,0,0,0,0,13,0,0,0,36,0,0,49,0,Lutheran Manor Society of Vancouver,1,Mount Pleasant,61,49.26246017,-123.11246693,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=61
Sam Greer Place Co-op,1714 Maple St.,Completed,1977,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,7,0,8,Sam Greer Place Co-op Housing Association,2,Kitsilano,5,49.27046454,-123.14995826,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=5
Semlin Terrace,100 Semlin Dr,Completed,1977,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,12,0,0,Metro Vancouver Housing Corporation,4,Grandview-Woodland,292,49.28365654,-123.06334994,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=292
Semlin Terrace,200 Semlin Dr,Completed,1977,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,12,0,0,Metro Vancouver Housing Corporation,4,Grandview-Woodland,478,49.2827525,-123.06336388,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=478
Semlin Terrace,150 Semlin Dr,Completed,1977,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,12,0,0,Metro Vancouver Housing Corporation,4,Grandview-Woodland,477,49.28326456,-123.06295686,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=477
Van Coeverden Court,1091 Sitka Square,Completed,1977,6,2,0,1,0,0,0,0,0,0,21,39,20,12,24,0,74,0,51,New Chelsea Society,1,Fairview,300,49.26687114,-123.13016336,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=300
Antoinette Lodge,535 E Cordova St,Completed,1976,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,71,0,78,0,City of Vancouver,4,Strathcona,147,49.28240508,-123.09262537,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=147
Bauer Villa,1800 E 5th Ave,Completed,1976,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,25,BC Housing,4,Grandview-Woodland,24,49.26555761,-123.06799095,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=24
